violation_id,session_id,driver,lap_number,corner,start_time_sec,end_time_sec,duration_sec,speed_kph,peak_breach_m,telemetry_x,telemetry_y,sample_count,detection_source,confidence_score,fia_ground_truth,fia_official_reason
VIO-AUT23-HAM-L1-Turn1,2023_Austrian_Grand_Prix_Race,HAM,1,Turn 1,6.46,8.36,1.89,191.5,1.45,-372.94,-108.11,15,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L1-Turn3,2023_Austrian_Grand_Prix_Race,HAM,1,Turn 3,25.55,25.88,0.33,61.0,1.09,-950.95,658.9,2,SPATIAL_SHAPELY,0.79,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L1-Turn4,2023_Austrian_Grand_Prix_Race,HAM,1,Turn 4,40.8,44.18,3.39,151.0,5.74,-179.98,509.57,24,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L1-Turn6,2023_Austrian_Grand_Prix_Race,HAM,1,Turn 6,49.26,50.08,0.81,173.0,1.49,-571.28,460.44,8,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L1-Turn7,2023_Austrian_Grand_Prix_Race,HAM,1,Turn 7,57.24,58.8,1.55,216.0,6.68,-370.12,248.97,14,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L1-Turn9,2023_Austrian_Grand_Prix_Race,HAM,1,Turn 9,65.68,66.36,0.67,230.7,2.7,215.35,307.1,7,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L1-Turn10,2023_Austrian_Grand_Prix_Race,HAM,1,Turn 10,74.16,84.37,10.21,126.6,1.98,3.58,-6.58,78,SPATIAL_SHAPELY,0.86,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L2-Turn1,2023_Austrian_Grand_Prix_Race,HAM,2,Turn 1,5.07,11.06,6.0,138.7,1.41,-364.89,-105.92,47,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L2-Turn3,2023_Austrian_Grand_Prix_Race,HAM,2,Turn 3,32.1,34.19,2.09,122.0,5.2,-942.21,617.39,18,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L2-Turn4,2023_Austrian_Grand_Prix_Race,HAM,2,Turn 4,56.14,61.99,5.85,58.0,5.46,-172.05,520.15,46,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L2-Turn6,2023_Austrian_Grand_Prix_Race,HAM,2,Turn 6,68.46,69.63,1.17,183.0,1.62,-560.3,465.4,11,SPATIAL_SHAPELY,0.83,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L2-Turn7,2023_Austrian_Grand_Prix_Race,HAM,2,Turn 7,81.06,84.19,3.13,123.0,6.66,-366.66,252.13,24,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L2-Turn9,2023_Austrian_Grand_Prix_Race,HAM,2,Turn 9,94.09,95.54,1.45,136.4,2.85,224.01,302.61,12,SPATIAL_SHAPELY,0.93,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L3-Turn1,2023_Austrian_Grand_Prix_Race,HAM,3,Turn 1,9.13,20.2,11.07,73.5,7.62,-428.53,-102.22,82,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L3-Turn3,2023_Austrian_Grand_Prix_Race,HAM,3,Turn 3,37.49,39.88,2.4,84.9,5.2,-943.21,618.38,19,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L3-Turn4,2023_Austrian_Grand_Prix_Race,HAM,3,Turn 4,60.97,66.64,5.67,63.0,5.45,-170.25,522.55,42,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L3-Turn6,2023_Austrian_Grand_Prix_Race,HAM,3,Turn 6,71.93,73.84,1.92,152.0,1.58,-566.51,462.73,17,SPATIAL_SHAPELY,0.83,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L3-Turn7,2023_Austrian_Grand_Prix_Race,HAM,3,Turn 7,93.13,98.57,5.44,77.0,6.69,-369.66,249.38,38,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L3-Turn9,2023_Austrian_Grand_Prix_Race,HAM,3,Turn 9,110.01,110.75,0.74,198.0,2.84,215.57,306.86,7,SPATIAL_SHAPELY,0.93,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L3-Turn10,2023_Austrian_Grand_Prix_Race,HAM,3,Turn 10,114.85,116.73,1.88,164.8,6.22,273.85,79.38,16,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L4-Turn1,2023_Austrian_Grand_Prix_Race,HAM,4,Turn 1,2.59,4.98,2.38,213.8,1.43,-373.75,-108.31,20,SPATIAL_SHAPELY,0.81,True,TRACK LIMITS AT TURN 10 LAP 4 
VIO-AUT23-HAM-L4-Turn3,2023_Austrian_Grand_Prix_Race,HAM,4,Turn 3,19.08,20.76,1.68,117.8,5.21,-945.22,620.38,14,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 LAP 4 
VIO-AUT23-HAM-L4-Turn4,2023_Austrian_Grand_Prix_Race,HAM,4,Turn 4,37.04,40.06,3.02,141.0,5.59,-175.62,515.26,26,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 LAP 4 
VIO-AUT23-HAM-L4-Turn6,2023_Austrian_Grand_Prix_Race,HAM,4,Turn 6,44.59,46.0,1.41,192.2,1.62,-561.45,465.04,13,SPATIAL_SHAPELY,0.83,True,TRACK LIMITS AT TURN 10 LAP 4 
VIO-AUT23-HAM-L4-Turn7,2023_Austrian_Grand_Prix_Race,HAM,4,Turn 7,53.07,54.71,1.64,221.1,6.74,-367.91,250.89,16,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 LAP 4 
VIO-AUT23-HAM-L4-Turn9,2023_Austrian_Grand_Prix_Race,HAM,4,Turn 9,61.42,62.0,0.58,230.9,2.72,221.99,303.91,7,SPATIAL_SHAPELY,0.92,True,TRACK LIMITS AT TURN 10 LAP 4 
VIO-AUT23-HAM-L4-Turn10,2023_Austrian_Grand_Prix_Race,HAM,4,Turn 10,68.04,70.98,2.94,272.4,2.03,2.37,-6.88,24,SPATIAL_SHAPELY,0.86,True,TRACK LIMITS AT TURN 10 LAP 4 
VIO-AUT23-HAM-L5-Turn1,2023_Austrian_Grand_Prix_Race,HAM,5,Turn 1,2.67,5.16,2.48,231.0,1.39,-366.36,-106.3,21,SPATIAL_SHAPELY,0.81,True,TRACK LIMITS AT TURN 10 LAP 5 
VIO-AUT23-HAM-L5-Turn3,2023_Austrian_Grand_Prix_Race,HAM,5,Turn 3,19.21,20.48,1.27,136.0,5.21,-943.99,619.14,10,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 LAP 5 
VIO-AUT23-HAM-L5-Turn4,2023_Austrian_Grand_Prix_Race,HAM,5,Turn 4,36.81,40.05,3.24,116.4,5.54,-169.13,523.94,26,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 LAP 5 
VIO-AUT23-HAM-L5-Turn6,2023_Austrian_Grand_Prix_Race,HAM,5,Turn 6,44.66,45.81,1.16,208.4,1.46,-557.53,466.44,10,SPATIAL_SHAPELY,0.82,True,TRACK LIMITS AT TURN 10 LAP 5 
VIO-AUT23-HAM-L5-Turn7,2023_Austrian_Grand_Prix_Race,HAM,5,Turn 7,52.85,54.61,1.76,218.3,6.74,-370.43,248.6,15,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 LAP 5 
VIO-AUT23-HAM-L5-Turn9,2023_Austrian_Grand_Prix_Race,HAM,5,Turn 9,61.13,61.93,0.8,248.0,2.69,214.31,307.58,6,SPATIAL_SHAPELY,0.92,True,TRACK LIMITS AT TURN 10 LAP 5 
VIO-AUT23-HAM-L5-Turn10,2023_Austrian_Grand_Prix_Race,HAM,5,Turn 10,67.76,70.71,2.95,274.3,1.65,1.96,-6.98,24,SPATIAL_SHAPELY,0.83,True,TRACK LIMITS AT TURN 10 LAP 5 
VIO-AUT23-HAM-L6-Turn1,2023_Austrian_Grand_Prix_Race,HAM,6,Turn 1,2.62,5.11,2.48,189.0,1.43,-380.35,-110.07,22,SPATIAL_SHAPELY,0.81,True,TRACK LIMITS AT TURN 10 LAP 6 
VIO-AUT23-HAM-L6-Turn3,2023_Austrian_Grand_Prix_Race,HAM,6,Turn 3,19.21,20.47,1.26,119.7,5.21,-944.62,619.78,12,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 LAP 6 
VIO-AUT23-HAM-L6-Turn4,2023_Austrian_Grand_Prix_Race,HAM,6,Turn 4,36.74,39.81,3.06,135.0,5.54,-169.04,524.05,23,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 LAP 6 
VIO-AUT23-HAM-L6-Turn6,2023_Austrian_Grand_Prix_Race,HAM,6,Turn 6,44.66,45.7,1.04,195.0,1.59,-562.77,464.52,11,SPATIAL_SHAPELY,0.83,True,TRACK LIMITS AT TURN 10 LAP 6 
VIO-AUT23-HAM-L6-Turn7,2023_Austrian_Grand_Prix_Race,HAM,6,Turn 7,52.78,54.18,1.4,220.1,6.7,-368.41,250.49,11,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 LAP 6 
VIO-AUT23-HAM-L6-Turn9,2023_Austrian_Grand_Prix_Race,HAM,6,Turn 9,61.22,61.83,0.61,233.4,2.68,217.66,306.1,6,SPATIAL_SHAPELY,0.91,True,TRACK LIMITS AT TURN 10 LAP 6 
VIO-AUT23-HAM-L7-Turn1,2023_Austrian_Grand_Prix_Race,HAM,7,Turn 1,2.68,5.2,2.52,251.0,1.42,-357.16,-103.86,19,SPATIAL_SHAPELY,0.81,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-HAM-L7-Turn3,2023_Austrian_Grand_Prix_Race,HAM,7,Turn 3,19.12,20.38,1.26,125.1,5.21,-945.53,620.68,9,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-HAM-L7-Turn4,2023_Austrian_Grand_Prix_Race,HAM,7,Turn 4,36.92,39.84,2.93,121.0,5.72,-167.58,525.75,24,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-HAM-L7-Turn6,2023_Austrian_Grand_Prix_Race,HAM,7,Turn 6,44.38,45.42,1.04,205.9,1.43,-557.23,466.54,8,SPATIAL_SHAPELY,0.81,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-HAM-L7-Turn7,2023_Austrian_Grand_Prix_Race,HAM,7,Turn 7,52.7,54.42,1.72,224.0,6.62,-362.37,255.98,14,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-HAM-L7-Turn9,2023_Austrian_Grand_Prix_Race,HAM,7,Turn 9,61.04,61.8,0.76,239.7,2.73,213.94,307.7,7,SPATIAL_SHAPELY,0.92,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-HAM-L8-Turn1,2023_Austrian_Grand_Prix_Race,HAM,8,Turn 1,2.53,5.29,2.76,233.0,1.48,-367.36,-106.65,22,SPATIAL_SHAPELY,0.82,True,TRACK LIMITS AT TURN 10 LAP 8 
VIO-AUT23-HAM-L8-Turn3,2023_Austrian_Grand_Prix_Race,HAM,8,Turn 3,19.08,20.57,1.48,133.0,5.21,-942.41,617.58,12,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 LAP 8 
VIO-AUT23-HAM-L8-Turn4,2023_Austrian_Grand_Prix_Race,HAM,8,Turn 4,37.04,39.84,2.8,133.0,5.61,-169.63,523.14,16,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 LAP 8 
VIO-AUT23-HAM-L8-Turn6,2023_Austrian_Grand_Prix_Race,HAM,8,Turn 6,44.49,45.65,1.16,190.0,1.41,-572.58,459.81,10,SPATIAL_SHAPELY,0.81,True,TRACK LIMITS AT TURN 10 LAP 8 
VIO-AUT23-HAM-L8-Turn7,2023_Austrian_Grand_Prix_Race,HAM,8,Turn 7,52.72,54.35,1.62,219.6,6.73,-370.12,248.9,12,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 LAP 8 
VIO-AUT23-HAM-L8-Turn9,2023_Austrian_Grand_Prix_Race,HAM,8,Turn 9,61.01,61.6,0.6,237.0,3.1,215.84,306.45,7,SPATIAL_SHAPELY,0.95,True,TRACK LIMITS AT TURN 10 LAP 8 
VIO-AUT23-HAM-L8-Turn10,2023_Austrian_Grand_Prix_Race,HAM,8,Turn 10,67.64,70.58,2.94,271.5,1.18,4.38,-6.28,23,SPATIAL_SHAPELY,0.79,True,TRACK LIMITS AT TURN 10 LAP 8 
VIO-AUT23-HAM-L9-Turn1,2023_Austrian_Grand_Prix_Race,HAM,9,Turn 1,2.53,5.03,2.5,235.1,1.43,-366.3,-106.32,23,SPATIAL_SHAPELY,0.81,True,TRACK LIMITS AT TURN 10 LAP 9 
VIO-AUT23-HAM-L9-Turn3,2023_Austrian_Grand_Prix_Race,HAM,9,Turn 3,18.94,20.69,1.74,141.0,5.25,-939.14,614.28,12,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 LAP 9 
VIO-AUT23-HAM-L9-Turn4,2023_Austrian_Grand_Prix_Race,HAM,9,Turn 4,36.99,39.66,2.68,131.1,5.58,-169.73,523.04,22,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 LAP 9 
VIO-AUT23-HAM-L9-Turn6,2023_Austrian_Grand_Prix_Race,HAM,9,Turn 6,44.54,45.74,1.2,193.9,1.5,-563.77,464.14,10,SPATIAL_SHAPELY,0.82,True,TRACK LIMITS AT TURN 10 LAP 9 
VIO-AUT23-HAM-L9-Turn7,2023_Austrian_Grand_Prix_Race,HAM,9,Turn 7,52.78,54.46,1.68,214.4,6.72,-367.61,251.19,14,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 LAP 9 
VIO-AUT23-HAM-L9-Turn9,2023_Austrian_Grand_Prix_Race,HAM,9,Turn 9,60.85,61.73,0.88,234.0,2.74,212.33,308.3,9,SPATIAL_SHAPELY,0.92,True,TRACK LIMITS AT TURN 10 LAP 9 
VIO-AUT23-HAM-L9-Turn10,2023_Austrian_Grand_Prix_Race,HAM,9,Turn 10,67.61,70.6,2.99,273.3,1.92,3.58,-6.48,24,SPATIAL_SHAPELY,0.85,True,TRACK LIMITS AT TURN 10 LAP 9 
VIO-AUT23-HAM-L10-Turn1,2023_Austrian_Grand_Prix_Race,HAM,10,Turn 1,2.5,5.27,2.76,247.9,1.4,-357.84,-104.02,24,SPATIAL_SHAPELY,0.81,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-HAM-L10-Turn3,2023_Austrian_Grand_Prix_Race,HAM,10,Turn 3,19.11,20.59,1.48,127.0,5.17,-942.68,617.91,14,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-HAM-L10-Turn4,2023_Austrian_Grand_Prix_Race,HAM,10,Turn 4,36.95,40.02,3.08,133.0,5.57,-175.61,515.32,26,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-HAM-L10-Turn6,2023_Austrian_Grand_Prix_Race,HAM,10,Turn 6,44.63,45.89,1.26,190.0,1.44,-563.96,464.12,8,SPATIAL_SHAPELY,0.82,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-HAM-L10-Turn7,2023_Austrian_Grand_Prix_Race,HAM,10,Turn 7,52.95,54.57,1.62,217.0,6.72,-369.2,249.76,12,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-HAM-L10-Turn9,2023_Austrian_Grand_Prix_Race,HAM,10,Turn 9,61.37,61.97,0.6,230.9,2.62,224.31,302.71,6,SPATIAL_SHAPELY,0.91,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-HAM-L11-Turn1,2023_Austrian_Grand_Prix_Race,HAM,11,Turn 1,2.6,5.33,2.72,267.7,1.39,-346.66,-101.02,21,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L11-Turn3,2023_Austrian_Grand_Prix_Race,HAM,11,Turn 3,19.12,20.61,1.48,139.5,5.2,-940.59,615.79,12,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L11-Turn4,2023_Austrian_Grand_Prix_Race,HAM,11,Turn 4,36.97,39.95,2.98,142.0,5.56,-172.37,519.55,22,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L11-Turn6,2023_Austrian_Grand_Prix_Race,HAM,11,Turn 6,44.45,45.67,1.22,196.0,1.63,-562.2,464.75,12,SPATIAL_SHAPELY,0.83,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L11-Turn7,2023_Austrian_Grand_Prix_Race,HAM,11,Turn 7,52.88,54.45,1.56,217.3,6.73,-366.7,251.99,13,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L11-Turn9,2023_Austrian_Grand_Prix_Race,HAM,11,Turn 9,61.15,61.87,0.72,225.0,2.81,218.16,305.7,6,SPATIAL_SHAPELY,0.93,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L12-Turn1,2023_Austrian_Grand_Prix_Race,HAM,12,Turn 1,2.59,5.11,2.52,210.0,1.42,-371.98,-107.82,19,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L12-Turn3,2023_Austrian_Grand_Prix_Race,HAM,12,Turn 3,19.39,20.71,1.32,123.0,5.2,-943.94,619.12,12,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L12-Turn4,2023_Austrian_Grand_Prix_Race,HAM,12,Turn 4,36.99,40.03,3.04,133.0,5.55,-169.19,523.84,23,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L12-Turn6,2023_Austrian_Grand_Prix_Race,HAM,12,Turn 6,44.59,45.63,1.04,188.4,1.39,-573.84,459.15,10,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L12-Turn7,2023_Austrian_Grand_Prix_Race,HAM,12,Turn 7,52.83,54.57,1.74,218.3,6.69,-365.29,253.29,14,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L12-Turn9,2023_Austrian_Grand_Prix_Race,HAM,12,Turn 9,61.11,61.95,0.84,226.7,2.71,215.55,307.0,8,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L12-Turn10,2023_Austrian_Grand_Prix_Race,HAM,12,Turn 10,68.11,70.97,2.86,269.0,1.06,4.54,-6.26,22,SPATIAL_SHAPELY,0.78,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L13-Turn1,2023_Austrian_Grand_Prix_Race,HAM,13,Turn 1,2.56,5.26,2.7,217.5,1.4,-367.91,-106.71,25,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L13-Turn3,2023_Austrian_Grand_Prix_Race,HAM,13,Turn 3,19.02,20.58,1.56,128.0,5.22,-942.88,618.03,14,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L13-Turn4,2023_Austrian_Grand_Prix_Race,HAM,13,Turn 4,37.18,40.14,2.96,141.2,5.58,-172.05,519.95,27,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L13-Turn6,2023_Austrian_Grand_Prix_Race,HAM,13,Turn 6,44.64,45.68,1.04,194.0,1.5,-558.99,465.94,9,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L13-Turn7,2023_Austrian_Grand_Prix_Race,HAM,13,Turn 7,53.08,54.62,1.54,218.0,6.72,-367.48,251.3,14,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L13-Turn9,2023_Austrian_Grand_Prix_Race,HAM,13,Turn 9,61.5,62.02,0.52,221.0,2.95,222.13,303.56,6,SPATIAL_SHAPELY,0.94,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L14-Turn1,2023_Austrian_Grand_Prix_Race,HAM,14,Turn 1,2.67,5.34,2.68,259.8,1.4,-351.49,-102.32,23,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L14-Turn3,2023_Austrian_Grand_Prix_Race,HAM,14,Turn 3,19.3,21.01,1.7,117.0,5.21,-943.11,618.28,17,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L14-Turn4,2023_Austrian_Grand_Prix_Race,HAM,14,Turn 4,37.27,40.25,2.98,129.7,5.5,-166.61,527.44,25,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L14-Turn6,2023_Austrian_Grand_Prix_Race,HAM,14,Turn 6,45.06,46.13,1.06,200.0,1.8,-559.31,465.52,9,SPATIAL_SHAPELY,0.84,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L14-Turn7,2023_Austrian_Grand_Prix_Race,HAM,14,Turn 7,53.37,54.93,1.56,219.0,6.76,-370.28,248.7,15,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L14-Turn9,2023_Austrian_Grand_Prix_Race,HAM,14,Turn 9,65.14,66.46,1.32,138.0,2.86,209.32,309.23,12,SPATIAL_SHAPELY,0.93,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L15-Turn1,2023_Austrian_Grand_Prix_Race,HAM,15,Turn 1,14.78,24.74,9.96,87.0,7.44,-429.96,-101.53,79,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L15-Turn3,2023_Austrian_Grand_Prix_Race,HAM,15,Turn 3,40.54,42.1,1.56,107.0,5.2,-943.31,618.48,13,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L15-Turn4,2023_Austrian_Grand_Prix_Race,HAM,15,Turn 4,62.46,67.58,5.12,101.0,5.46,-170.84,521.74,44,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L15-Turn6,2023_Austrian_Grand_Prix_Race,HAM,15,Turn 6,73.26,74.66,1.4,168.0,1.55,-574.43,458.62,11,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L15-Turn7,2023_Austrian_Grand_Prix_Race,HAM,15,Turn 7,82.72,85.1,2.38,152.2,6.74,-369.02,249.89,22,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L15-Turn9,2023_Austrian_Grand_Prix_Race,HAM,15,Turn 9,94.28,95.42,1.14,167.0,3.06,220.78,304.14,10,SPATIAL_SHAPELY,0.95,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L16-Turn1,2023_Austrian_Grand_Prix_Race,HAM,16,Turn 1,3.61,7.09,3.48,205.0,1.41,-376.3,-108.97,28,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L16-Turn3,2023_Austrian_Grand_Prix_Race,HAM,16,Turn 3,22.57,24.17,1.6,157.0,5.25,-940.65,615.77,14,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L16-Turn4,2023_Austrian_Grand_Prix_Race,HAM,16,Turn 4,40.43,43.21,2.78,148.0,5.57,-176.85,513.73,22,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L16-Turn6,2023_Austrian_Grand_Prix_Race,HAM,16,Turn 6,47.77,49.11,1.34,196.0,1.4,-566.49,462.94,12,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L16-Turn7,2023_Austrian_Grand_Prix_Race,HAM,16,Turn 7,55.93,57.33,1.4,222.8,6.73,-370.12,248.9,13,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L16-Turn9,2023_Austrian_Grand_Prix_Race,HAM,16,Turn 9,64.27,64.81,0.54,234.4,2.68,215.85,306.9,5,SPATIAL_SHAPELY,0.91,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L17-Turn1,2023_Austrian_Grand_Prix_Race,HAM,17,Turn 1,2.57,5.33,2.76,262.0,1.41,-352.05,-102.48,23,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L17-Turn3,2023_Austrian_Grand_Prix_Race,HAM,17,Turn 3,18.97,20.73,1.76,123.1,5.21,-944.82,619.98,15,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L17-Turn4,2023_Austrian_Grand_Prix_Race,HAM,17,Turn 4,36.65,39.51,2.86,144.0,5.55,-175.94,514.93,21,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L17-Turn6,2023_Austrian_Grand_Prix_Race,HAM,17,Turn 6,44.05,45.05,1.0,202.7,1.51,-558.03,466.24,10,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L17-Turn7,2023_Austrian_Grand_Prix_Race,HAM,17,Turn 7,52.17,53.85,1.68,219.0,6.73,-371.26,247.8,14,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L17-Turn9,2023_Austrian_Grand_Prix_Race,HAM,17,Turn 9,60.55,61.01,0.46,229.0,2.73,216.47,306.58,5,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L17-Turn10,2023_Austrian_Grand_Prix_Race,HAM,17,Turn 10,67.09,69.89,2.8,274.0,1.39,1.7,-6.96,20,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L18-Turn1,2023_Austrian_Grand_Prix_Race,HAM,18,Turn 1,2.68,5.1,2.42,242.0,1.39,-359.3,-104.4,19,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
